,Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
227,60.4.3,False,False,True,268,728,The American Wing,1960,Armchair,Armchair,American,,,,,111,Maker,Attributed to,Duncan Phyfe,"American (born Scotland), near Lock Fannich, Ross-Shire, Scotland 1768/1770–1854 New York", ,"Phyfe, Duncan","American, born Scotland",1770      ,1854      ,,http://vocab.getty.edu/page/ulan/500082047,https://www.wikidata.org/wiki/Q3041258,1810–15,1810,1815,"Mahogany, brass",32 3/4 x 20 7/8 x 17 3/4 in. (83.2 x 53 x 45.1 cm),"Gift of C. Ruxton Love Jr., 1960",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/268,https://www.wikidata.org/wiki/Q116373557,,"Metropolitan Museum of Art, New York, NY",,,
228,1971.128.1,False,False,True,269,738,The American Wing,1971,Armchair,Armchair,American,,,,,111,Maker,Attributed to Workshop of,Duncan Phyfe,"American (born Scotland), near Lock Fannich, Ross-Shire, Scotland 1768/1770–1854 New York", ,"Phyfe, Duncan","American, born Scotland",1770      ,1854      ,,http://vocab.getty.edu/page/ulan/500082047,https://www.wikidata.org/wiki/Q3041258,1830–35,1830,1835,"Mahogany, cherry, ash",38 x 21 1/4 x 25 1/2 in. (96.5 x 54 x 64.8 cm),"Gift of Mrs. Alfred Joltin, in memory of Ida Louise Opdycke, 1971",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/269,https://www.wikidata.org/wiki/Q116390180,,"Metropolitan Museum of Art, New York, NY",,,
229,1971.128.2,False,False,True,270,738,The American Wing,1971,Armchair,Armchair,American,,,,,111,Maker,Attributed to Workshop of,Duncan Phyfe,"American (born Scotland), near Lock Fannich, Ross-Shire, Scotland 1768/1770–1854 New York", ,"Phyfe, Duncan","American, born Scotland",1770      ,1854      ,,http://vocab.getty.edu/page/ulan/500082047,https://www.wikidata.org/wiki/Q3041258,1830–35,1830,1835,"Mahogany, cherry, ash",38 x 21 1/4 x 25 5/16 in. (96.5 x 54 x 64.3 cm),"Gift of Mrs. Alfred Joltin, in memory of Ida Louise Opdycke, 1971",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/270,https://www.wikidata.org/wiki/Q116390184,,"Metropolitan Museum of Art, New York, NY",,,
230,1980.326.1,False,False,False,271,774,The American Wing,1980,Armchair,Child's Armchair,American,,,,,16381,Maker, ,Pottier and Stymus Manufacturing Company,active ca. 1858–1918/19, ,Pottier and Stymus Manufacturing Company , ,1858      ,1919      ,,http://vocab.getty.edu/page/ulan/500330539,https://www.wikidata.org/wiki/Q2106610,1870–75,1870,1875,"Ebonized walnut, gilt",27 x 18 x 15 1/4 in. (68.6 x 45.7 x 38.7 cm),"Gift of Dean K. Boorman, in memory of Mrs. Bashford Dean, 1980",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/271,https://www.wikidata.org/wiki/Q116390189,,"Metropolitan Museum of Art, New York, NY",,,
231,1980.326.2,False,False,False,272,774,The American Wing,1980,Armchair,Child's Armchair,American,,,,,16381,Maker, ,Pottier and Stymus Manufacturing Company,active ca. 1858–1918/19, ,Pottier and Stymus Manufacturing Company , ,1858      ,1919      ,,http://vocab.getty.edu/page/ulan/500330539,https://www.wikidata.org/wiki/Q2106610,1870–75,1870,1875,"Ebonized walnut, gilt",27 x 18 x 15 1/4 in. (68.6 x 45.7 x 38.7 cm),"Gift of Dean K. Boorman, in memory of Mrs. Bashford Dean, 1980",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/272,https://www.wikidata.org/wiki/Q116390193,,"Metropolitan Museum of Art, New York, NY",,,
241,25.173a–o,True,True,False,282,700,The American Wing,1925,Window,Autumn Landscape,American,,,,,162541353,Maker|Designer, |Attributed to,Tiffany Studios|Agnes F. Northrop,"1902–32|American, Flushing, New York 1857–1953 New York, New York", | ,"Tiffany Studios |Northrop, Agnes F.", |American,1902      |1857      ,1932      |1953      ,|Female,http://vocab.getty.edu/page/ulan/500331813|(not assigned),https://www.wikidata.org/wiki/Q19587243|https://www.wikidata.org/wiki/Q102156729,1923–24,1923,1924,Leaded Favrile glass,132 x 102 in. (335.3 x 259.1 cm),"Gift of Robert W. de Forest, 1925",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/282,https://www.wikidata.org/wiki/Q83560015,,"Metropolitan Museum of Art, New York, NY",Windows|Waterfalls|Landscapes|Autumn,http://vocab.getty.edu/page/aat/300002944|http://vocab.getty.edu/page/aat/300008736|http://vocab.getty.edu/page/aat/300132294|http://vocab.getty.edu/page/aat/300133093,https://www.wikidata.org/wiki/Q35473|https://www.wikidata.org/wiki/Q34038|https://www.wikidata.org/wiki/Q191163|https://www.wikidata.org/wiki/Q1314
289,62.89.13,False,False,True,335,774,The American Wing,1962,Basin,Basin,American,,,,,114,Maker, ,William Bradford Jr.,1688–1758, ,"Bradford, Jr. William",American,1688      ,1758      ,,,,1719–58,1719,1758,Pewter,H. 1 5/8 in. (4.1 cm); Diam. 5 1/2 in. (14 cm),"Gift of Mrs. Stephen S. FitzGerald, 1962",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/335,https://www.wikidata.org/wiki/Q116373487,,"Metropolitan Museum of Art, New York, NY",,,
305,40.184.2,False,False,True,351,704,The American Wing,1940,Basin,Basin,American,,,,,1154115,Maker|Maker,Attributed to|Attributed to,Joseph Leddel Sr.|Joseph Leddel Jr.,ca. 1690–1754|1718–1754, | ,"Leddel, Sr. Joseph|Leddel, Jr. Joseph",American|American,1690      |1718      ,1754      |1754      ,|,|,|,1712–54,1712,1754,Pewter,2 3/4 x 12 7/8 x 12 7/8 in. (7 x 32.7 x 32.7 cm),"Gift of Mrs. J. Insley Blair, in memory of her husband, 1940",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/351,https://www.wikidata.org/wiki/Q116373471,,"Metropolitan Museum of Art, New York, NY",,,
306,17.64.3,False,False,True,352,,The American Wing,1917,Basin Stand,Basin Stand,American,,,,,,,,,,,,,,,,,,1815–20,1815,1820,Mahogany,33 3/4 x 18 x 18 in. (85.7 x 45.7 x 45.7 cm),"Gift of William R. Stewart, 1917",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/352,,,"Metropolitan Museum of Art, New York, NY",,,
307,17.64.4,False,False,True,353,,The American Wing,1917,Basin Stand,Basin Stand,American,,,,,,,,,,,,,,,,,,1815–20,1815,1820,Mahogany,33 3/4 x 18 x 18 in. (85.7 x 45.7 x 45.7 cm),"Gift of William R. Stewart, 1917",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/353,,,"Metropolitan Museum of Art, New York, NY",,,
309,11.60.155,False,False,True,355,774,The American Wing,1911,Basin Stand,Basin Stand,American,,,,,111,Maker,Attributed to the Workshop of,Duncan Phyfe,"American (born Scotland), near Lock Fannich, Ross-Shire, Scotland 1768/1770–1854 New York", ,"Phyfe, Duncan","American, born Scotland",1770      ,1854      ,,http://vocab.getty.edu/page/ulan/500082047,https://www.wikidata.org/wiki/Q3041258,1810–20,1810,1820,"Mahogany, white pine, tulip poplar",26 x 19 x 19 in. (66 x 48.3 x 48.3 cm),"Bequest of Maria P. James, 1910",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/355,https://www.wikidata.org/wiki/Q116390248,,"Metropolitan Museum of Art, New York, NY",,,
317,54.167,True,True,True,364,750,The American Wing,1954,Basket,Basket,American,,,,,115,Maker, ,Myer Myers,1723–1795, ,"Myers, Myer",American,1723      ,1795      ,,http://vocab.getty.edu/page/ulan/500092592,https://www.wikidata.org/wiki/Q29441860,1770–76,1770,1776,Silver,11 3/16 x 14 7/16 x 11 3/8 in. (28.4 x 36.7 x 28.9 cm); 41 oz. 5 dwt. (1282.7 g),"Morris K. Jesup Fund, 1954",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/364,https://www.wikidata.org/wiki/Q29382867,,"Metropolitan Museum of Art, New York, NY",,,
330,33.120.104,False,False,True,378,774,The American Wing,1933,Beaker,Beaker,American,,,,,113,Maker, ,Adrian Bancker,1703–1772, ,"Bancker, Adrian",American,1703      ,1772      ,,(not assigned),https://www.wikidata.org/wiki/Q66827450,1730–70,1730,1770,Silver,"Overall: H. 7 in. (17.8 cm); 13 oz. 5 dwt. (412 g)
Lip: Diam. 4 3/4 in. (12.1 cm)
Base: Diam. 3 3/16 in. (8.1 cm)","Bequest of Alphonso T. Clearwater, 1933",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/378,https://www.wikidata.org/wiki/Q116373442,,"Metropolitan Museum of Art, New York, NY",,,
331,33.120.621,False,True,False,379,750,The American Wing,1933,Beaker,Beaker,American,,,,,116,Maker, ,Jurian Blanck Jr.,baptized 1645–ca. 1714/15, ,"Blanck, Jr. Jurian",American,1645      ,1714      ,,http://vocab.getty.edu/page/ulan/500069546,,ca. 1683,1680,1683,Silver,"Overall: H. 7 3/16 in. (18.3 cm); 17 oz. 11 dwt. (546 g)
Lip: Diam. 4 5/8 in. (11.7 cm)
Base: Daim. 3 7/16 in. (8.7 cm)","Jointly owned by The Metropolitan Museum of Art and The Reformed Protestant Dutch Church, Kingston, N. Y., 1933",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/379,https://www.wikidata.org/wiki/Q83560018,,"Metropolitan Museum of Art, New York, NY",Human Figures,http://vocab.getty.edu/page/aat/300404114,https://www.wikidata.org/wiki/Q5937779
340,33.120.108,False,False,True,388,774,The American Wing,1933,Beaker,Beaker,American,,,,,116,Maker, ,Cary Dunn,active ca. 1765–96, ,"Dunn, Cary",American,1762      ,1796      ,,(not assigned),https://www.wikidata.org/wiki/Q67157500,ca. 1776–96,1773,1796,Silver,"Overall: H. 3 3/16 in. (8.1 cm); 3 oz. 9 dwt. (107.7 g)
Lip: Diam. 3 1/8 in. (7.9 cm)
Base: Diam. 2 3/4 in. (7 cm)","Bequest of Alphonso T. Clearwater, 1933",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/388,https://www.wikidata.org/wiki/Q116373428,,"Metropolitan Museum of Art, New York, NY",,,
353,33.120.118,False,False,True,405,774,The American Wing,1933,Beaker,Beaker,American,,,,,118,Maker, ,Thomas Richards,active ca. 1815, ,"Richards, Thomas",American,1765      ,1865      ,,,,1800–1825,1800,1825,Silver,"Overall: H. 3 1/2 in. (8.9 cm); 4 oz. 8 dwt. (136.1 g)
Lip: Diam. 2 7/8 in. (7.3 cm)
Base: Diam. 2 9/16 in. (6.5 cm)","Bequest of Alphonso T. Clearwater, 1933",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/405,https://www.wikidata.org/wiki/Q116373407,,"Metropolitan Museum of Art, New York, NY",,,
361,33.120.622,False,True,False,416,750,The American Wing,1933,Beaker,Beaker,American,,,,,119,Maker, ,Benjamin Wynkoop,baptized 1675–1751, ,"Wynkoop, Benjamin",American,1675      ,1751      ,,(not assigned),https://www.wikidata.org/wiki/Q72823949,1711,1711,1711,Silver,"Overall: H. 7 1/4 in. (18.4 cm); 11 oz. 16 dwt. (367.5 g)
Lip: Diam. 4 1/2 in. (11.4 cm)
Base: Diam. 3 7/16 in. (8.7 cm)","Jointly owned by The Metropolitan Museum of Art and The Reformed Protestant Dutch Church, Kingston, N. Y., 1933",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/416,https://www.wikidata.org/wiki/Q83560019,,"Metropolitan Museum of Art, New York, NY",Birds|Infants|Women,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300189561|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q998|https://www.wikidata.org/wiki/Q467
364,13.197.2,False,False,True,419,704,The American Wing,1913,Beaker,Beaker,American,,,,,116,Maker, ,Cary Dunn,active ca. 1765–96, ,"Dunn, Cary",American,1762      ,1796      ,,(not assigned),https://www.wikidata.org/wiki/Q67157500,ca. 1770,1765,1775,Silver,"Overall: H. 3 5/8 in. (9.2 cm); 5 oz. 14 dwt. (177.6 g)
Lip: Diam. 3 7/16 in. (8.7 cm)
Base: Diam. 3 5/8 in. (9.2 cm)","Gift of Miss Marie L. Tillotson, 1913",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/419,https://www.wikidata.org/wiki/Q116373396,,"Metropolitan Museum of Art, New York, NY",,,
365,13.197.3,False,False,True,420,704,The American Wing,1913,Beaker,Beaker,American,,,,,116,Maker, ,Cary Dunn,active ca. 1765–96, ,"Dunn, Cary",American,1762      ,1796      ,,(not assigned),https://www.wikidata.org/wiki/Q67157500,ca. 1770,1765,1775,Silver,"Overall: H. 3 5/8 in. (9.2 cm); 5 oz. 17 dwt. (181.2 g)
Lip: Diam. 3 1/2 in. (8.9 cm)
Base: Diam. 3 5/8 in. (9.2 cm)","Gift of Miss Marie L. Tillotson, 1913",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/420,https://www.wikidata.org/wiki/Q116373394,,"Metropolitan Museum of Art, New York, NY",,,
374,1980.501.1,False,False,True,429,704,The American Wing,1980,Beaker,Beaker,American,,,,,115,Maker, ,Myer Myers,1723–1795, ,"Myers, Myer",American,1723      ,1795      ,,http://vocab.getty.edu/page/ulan/500092592,https://www.wikidata.org/wiki/Q29441860,1770–90,1770,1790,Silver,"Overall: 4 in. (10.2 cm); 5 oz. 10 dwt. (171.3 g)
Lip: Diam. 3 3/16 in. (8.1 cm)
Base: Diam. 2 1/2 in. (6.4 cm)","Gift of Mr. and Mrs. Louis E. McFadden, 1980",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/429,https://www.wikidata.org/wiki/Q116373381,,"Metropolitan Museum of Art, New York, NY",,,
386,69.146.1,False,False,True,443,774,The American Wing,1969,Bedstead,Bedstead,American,,,,,110,Maker, ,Herter Brothers,"German, active New York, 1864–1906", ,Herter Brothers,American,1864      ,1906      ,,http://vocab.getty.edu/page/ulan/500274670,https://www.wikidata.org/wiki/Q1614654,ca. 1880,1877,1880,Cherry,118 x 69 1/2 x 89 1/2 in. (299.7 x 176.5 x 227.3 cm),"Gift of Paul Martini, 1969",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/443,https://www.wikidata.org/wiki/Q116373372,,"Metropolitan Museum of Art, New York, NY",,,
388,68.97.13,False,False,False,445,774,The American Wing,1968,Bedstead,Bedstead,American,,,,,119,Maker,Attributed to,Baumann Brothers, , ,Baumann Brothers ,American,          ,9999      ,,,,ca. 1880,1877,1880,Maple,63 3/8 x 39 x 81 in. (161 x 99.1 x 205.7 cm),"Purchase, Anonymous Gift, 1968",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/445,https://www.wikidata.org/wiki/Q116373368,,"Metropolitan Museum of Art, New York, NY",,,
389,1986.47.1,False,False,True,446,,The American Wing,1986,Bedstead,"Bedstead from the Henry Gurdon Marquand House, New York City",American,,,,,,,,,,,,,,,,,,1881–84,1881,1884,"Bird's-eye maple, maple, and tulip poplar",51 1/2 x 49 1/4 x 16 3/4 in. (130.8 x 125.1 x 42.5 cm),"Friends of the American Wing Fund, 1986",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/446,,,"Metropolitan Museum of Art, New York, NY",,,
402,69.108,False,False,True,461,774,The American Wing,1969,Bench,Bench,American,,,,,119,Maker, ,Alexander Roux,1813–1886, ,"Roux, Alexander",French,1813      ,1886      ,,(not assigned),https://www.wikidata.org/wiki/Q4719984,ca. 1865,1862,1865,Beech,23 3/4 x 23 7/8 x 19 1/4 in. (60.3 x 60.6 x 48.9 cm),"Purchase, The Edgar J. Kaufmann Foundation Gift, 1969",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/461,https://www.wikidata.org/wiki/Q116373362,,"Metropolitan Museum of Art, New York, NY",,,
403,65.231,False,False,False,462,774,The American Wing,1965,Bench,Bench,American,,,,,16254116254,Maker|Designer, |Designed by,Tiffany Studios|Louis C. Tiffany,"1902–32|American, New York 1848–1933 New York", | ,"Tiffany Studios |Tiffany, Louis C.", |American,1902      |1848      ,1932      |1933      ,|,http://vocab.getty.edu/page/ulan/500331813|http://vocab.getty.edu/page/ulan/500030415,https://www.wikidata.org/wiki/Q19587243|https://www.wikidata.org/wiki/Q312950,1916,1916,1916,"Mahogany, upholstery",17 1/2 x 27 1/2 x 16 11/16 in. (44.5 x 69.9 x 42.4 cm),"Gift of Alfred M. F. Kiddle, 1965",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/462,https://www.wikidata.org/wiki/Q116373359,,"Metropolitan Museum of Art, New York, NY",,,
446,68.130.9,False,False,True,506,774,The American Wing,1968,Spoon,Berry Spoon,American,,,,,121,Maker, ,J. and W. Moir,active ca. 1845, ,"Moir, J. and W.",American,1795      ,1895      ,,,,1800–1900,1800,1900,Silver,8 x 2 1/2 in. (20.3 x 6.4 cm),"Gift of Mrs. Arthur C. Steinbach, 1968",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/506,https://www.wikidata.org/wiki/Q116373333,,"Metropolitan Museum of Art, New York, NY",,,
457,62.233.7,False,False,False,517,774,The American Wing,1962,Bill holder,Bill Holder,American,,,,,16254216254,Designer|Maker,Designed by| ,Louis C. Tiffany|Tiffany Studios,"American, New York 1848–1933 New York|1902–32", | ,"Tiffany, Louis C.|Tiffany Studios ",American| ,1848      |1902      ,1933      |1932      ,|,http://vocab.getty.edu/page/ulan/500030415|http://vocab.getty.edu/page/ulan/500331813,https://www.wikidata.org/wiki/Q312950|https://www.wikidata.org/wiki/Q19587243,ca. 1910–20,1907,1920,"Favrile glass, bronze",7 1/8 x 3 7/16 x 3 7/16 in. (18.1 x 8.7 x 8.7 cm),"Gift of Mrs. H. S. Mesick, 1962",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/517,https://www.wikidata.org/wiki/Q116373301,,"Metropolitan Museum of Art, New York, NY",,,
484,62.233.5,False,False,False,545,774,The American Wing,1962,Blotter,Blotter,American,,,,,16254216254,Designer|Maker,Designed by| ,Louis C. Tiffany|Tiffany Studios,"American, New York 1848–1933 New York|1902–32", | ,"Tiffany, Louis C.|Tiffany Studios ",American| ,1848      |1902      ,1933      |1932      ,|,http://vocab.getty.edu/page/ulan/500030415|http://vocab.getty.edu/page/ulan/500331813,https://www.wikidata.org/wiki/Q312950|https://www.wikidata.org/wiki/Q19587243,ca. 1910–20,1907,1920,"Favrile glass, bronze",1 15/16 x 5 13/16 x 3 in. (4.9 x 14.8 x 7.6 cm),"Gift of Mrs. H. S. Mesick, 1962",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/545,https://www.wikidata.org/wiki/Q116373302,,"Metropolitan Museum of Art, New York, NY",,,
485,1974.214.11,False,False,False,546,774,The American Wing,1974,Blotter,Blotter,American,,,,,16254216254,Designer|Maker,Designed by| ,Louis C. Tiffany|Tiffany Studios,"American, New York 1848–1933 New York|1902–32", | ,"Tiffany, Louis C.|Tiffany Studios ",American| ,1848      |1902      ,1933      |1932      ,|,http://vocab.getty.edu/page/ulan/500030415|http://vocab.getty.edu/page/ulan/500331813,https://www.wikidata.org/wiki/Q312950|https://www.wikidata.org/wiki/Q19587243,after 1909,1910,1919,Bronze,18 1/4 x 12 1/8 in. (46.4 x 30.8 cm),"Gift of Mr. and Mrs. Hugh J. Grant, 1974",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/546,https://www.wikidata.org/wiki/Q116373248,,"Metropolitan Museum of Art, New York, NY",,,
